150					
107	15.76	10000	170600	35.2	101.82
108	15.7	10000	88000	42.12	72.54
109	15.5	10000	68600	32.86	96.97
110	15.25	10000	76100	35.07	85.26
111	15.2	10000	208000	36.68	76.31
112	14.98	10000	76100	39.12	94.73
113	14.94	10000	74600	30	90.18
114	14.94	10000	116300	26.14	80.14
115	14.81	10000	66700	33.58	112.2
116	14.49	10000	98500	42.49	83.03
117	14.35	10000	102300	36.1	80.26
118	14.31	10000	77400	33.78	117.96
119	14.22	10000	84100	34.2	119.21
120	14.19	10000	249800	33.39	111.93
121	14.17	10000	249800	41.19	73.2
122	14.09	10000	102300	40.91	74.16
123	14.08	10000	227200	43.02	83.69
124	14.05	10000	207400	37.2	93.29
125	13.97	10000	77400	41.77	72.68
126	13.94	10000	76400	42.27	89.06
127	13.76	10000	227200	32.02	81.13
128	13.66	10000	103400	35.98	78.91
129	13.52	10000	91100	32.63	117.04
130	13.39	10000	84100	39.54	119.82
131	13.38	10000	249800	37.05	76.29
132	13.32	10000	122300	34.05	117.61
133	13.31	10000	116300	33.83	118.34
134	13.17	10000	249800	34.06	117.76
135	13.16	10000	249800	34.16	118.14
136	13.05	10000	249800	41.31	72.92
137	13.01	10000	249800	33.69	111.87
138	12.87	10000	227200	33.05	96.75
139	12.84	10000	102300	33.23	117.31
140	12.73	10000	76100	42.71	84.55
141	12.65	10000	249800	39.7	105.11
142	12.64	10000	77400	34.03	118.17
143	12.63	10000	105700	37.98	87.54
144	12.57	10000	68900	43.61	116.23
145	12.48	10000	74400	30.46	84.28
146	12.47	10000	98500	36.08	115.13
147	12.29	10000	76100	27.53	99.49
148	12.17	10000	98500	26.03	80.16
149	11.99	10000	66700	39.04	95.69
150	11.94	10000	76100	29.66	95.15
